run_id,method,regime,seed,node_id,device_type,model_rate,client_model_rate,eval_r2,num_examples
5trnnxj2,HeteroFL,noniid,1337,8486894495842002514,rpi5,0.5,1.0,0.5837634841634236,206
5trnnxj2,HeteroFL,noniid,1337,7179231671872035042,rpi5,0.5,0.5,0.5828306047165153,206
5trnnxj2,HeteroFL,noniid,1337,13019191365087461323,rpi5,0.5,1.0,0.5342625879761103,206
5trnnxj2,HeteroFL,noniid,1337,2634320961320833614,rpi5,0.5,0.5,0.5699637363231784,206
5trnnxj2,HeteroFL,noniid,1337,18099402942894402759,rpi5,0.5,1.0,0.5054486417852748,206
5trnnxj2,HeteroFL,noniid,1337,14370957792961411330,rpi5,0.5,1.0,0.7242923433874711,206
5trnnxj2,HeteroFL,noniid,1337,14704141079856545765,rpi5,0.5,1.0,0.4953035675966688,206
5trnnxj2,HeteroFL,noniid,1337,12197579866802945641,rpi4,0.5,0.125,0.5051218551499078,206
5trnnxj2,HeteroFL,noniid,1337,16820684858231358420,rpi4,0.5,0.25,0.6714905808751974,207
5trnnxj2,HeteroFL,noniid,1337,13032440740833156919,rpi4,0.5,0.25,0.7104985453409706,207
5trnnxj2,HeteroFL,noniid,1337,14384760556187141351,rpi4,0.5,0.25,0.47874616624815625,207
5trnnxj2,HeteroFL,noniid,1337,11168521321696690421,rpi4,0.5,0.125,0.615586427784772,207
5trnnxj2,HeteroFL,noniid,1337,3171966289524282994,rpi4,0.5,0.125,0.1859735714956302,207
5trnnxj2,HeteroFL,noniid,1337,15810936374095382975,rpi4,0.5,0.25,0.617198557285026,207
5trnnxj2,HeteroFL,noniid,1337,17006657909883021964,rpi4,0.5,0.25,0.6279544286723202,207
5trnnxj2,HeteroFL,noniid,1337,9522003551193989035,rpi4,0.5,0.125,0.7288834208332667,206
5trnnxj2,HeteroFL,noniid,1337,3674946044811872693,rpi4,0.5,0.125,0.7558677213340443,207
5trnnxj2,HeteroFL,noniid,1337,13019191365087461323,rpi5,1.0,1.0,0.6338321854599034,206
5trnnxj2,HeteroFL,noniid,1337,7179231671872035042,rpi5,1.0,0.5,0.6182915558564595,206
5trnnxj2,HeteroFL,noniid,1337,14704141079856545765,rpi5,1.0,1.0,0.5343795008409135,206
5trnnxj2,HeteroFL,noniid,1337,18099402942894402759,rpi5,1.0,1.0,0.5857519188997886,206
5trnnxj2,HeteroFL,noniid,1337,2634320961320833614,rpi5,1.0,0.5,0.61775199966204,206
5trnnxj2,HeteroFL,noniid,1337,2834416890943185180,rpi5,1.0,0.5,0.6951620762538986,206
5trnnxj2,HeteroFL,noniid,1337,5633320649038823034,rpi5,1.0,0.5,0.6854701361914618,206
5trnnxj2,HeteroFL,noniid,1337,1312836870694404571,rpi5,1.0,0.5,0.6668063106940241,206
5trnnxj2,HeteroFL,noniid,1337,8486894495842002514,rpi5,1.0,1.0,0.6798028601180892,206
5trnnxj2,HeteroFL,noniid,1337,14370957792961411330,rpi5,1.0,1.0,0.7665732508222443,206
5trnnxj2,HeteroFL,noniid,1337,17006657909883021964,rpi4,1.0,0.25,0.6017900675700663,207
5trnnxj2,HeteroFL,noniid,1337,14384760556187141351,rpi4,1.0,0.25,0.36629896947742013,207
5trnnxj2,HeteroFL,noniid,1337,12197579866802945641,rpi4,1.0,0.125,0.5804475908241209,206
5trnnxj2,HeteroFL,noniid,1337,15810936374095382975,rpi4,1.0,0.25,0.6699321267210323,207
5trnnxj2,HeteroFL,noniid,1337,3171966289524282994,rpi4,1.0,0.125,-0.23023172356353916,207
5trnnxj2,HeteroFL,noniid,1337,9522003551193989035,rpi4,1.0,0.125,0.7468858803239449,206
5trnnxj2,HeteroFL,noniid,1337,16820684858231358420,rpi4,1.0,0.25,0.6981117018724732,207
5trnnxj2,HeteroFL,noniid,1337,11168521321696690421,rpi4,1.0,0.125,0.578058654241836,207
5trnnxj2,HeteroFL,noniid,1337,13032440740833156919,rpi4,1.0,0.25,0.6803043461098173,207
5trnnxj2,HeteroFL,noniid,1337,3674946044811872693,rpi4,1.0,0.125,0.7548178892276237,207
5trnnxj2,HeteroFL,noniid,1337,13019191365087461323,rpi5,0.25,1.0,0.5034581715665869,206
5trnnxj2,HeteroFL,noniid,1337,14704141079856545765,rpi5,0.25,1.0,0.22029130879766678,206
5trnnxj2,HeteroFL,noniid,1337,2634320961320833614,rpi5,0.25,0.5,0.4959353598362827,206
5trnnxj2,HeteroFL,noniid,1337,7179231671872035042,rpi5,0.25,0.5,0.4340510511415673,206
5trnnxj2,HeteroFL,noniid,1337,18099402942894402759,rpi5,0.25,1.0,0.1014926859124965,206
5trnnxj2,HeteroFL,noniid,1337,14370957792961411330,rpi5,0.25,1.0,0.6362476175098546,206
5trnnxj2,HeteroFL,noniid,1337,5633320649038823034,rpi5,0.25,0.5,0.6008429780715863,206
5trnnxj2,HeteroFL,noniid,1337,1312836870694404571,rpi5,0.25,0.5,0.5440346929931783,206
5trnnxj2,HeteroFL,noniid,1337,2834416890943185180,rpi5,0.25,0.5,0.5894395548849258,206
5trnnxj2,HeteroFL,noniid,1337,8486894495842002514,rpi5,0.25,1.0,0.5079558470166892,206
5trnnxj2,HeteroFL,noniid,1337,14384760556187141351,rpi4,0.25,0.25,0.5325515142240165,207
5trnnxj2,HeteroFL,noniid,1337,9522003551193989035,rpi4,0.25,0.125,0.6520451876044955,206
5trnnxj2,HeteroFL,noniid,1337,11168521321696690421,rpi4,0.25,0.125,0.6508905607356363,207
5trnnxj2,HeteroFL,noniid,1337,15810936374095382975,rpi4,0.25,0.25,0.5736238159212068,207
5trnnxj2,HeteroFL,noniid,1337,13032440740833156919,rpi4,0.25,0.25,0.6920457748405278,207
5trnnxj2,HeteroFL,noniid,1337,3171966289524282994,rpi4,0.25,0.125,0.22979718139718552,207
5trnnxj2,HeteroFL,noniid,1337,12197579866802945641,rpi4,0.25,0.125,0.4229800280741982,206
5trnnxj2,HeteroFL,noniid,1337,16820684858231358420,rpi4,0.25,0.25,0.6495425342099299,207
5trnnxj2,HeteroFL,noniid,1337,17006657909883021964,rpi4,0.25,0.25,0.6917020046036293,207
5trnnxj2,HeteroFL,noniid,1337,3674946044811872693,rpi4,0.25,0.125,0.7113483617552573,207
5trnnxj2,HeteroFL,noniid,1337,14704141079856545765,rpi5,0.125,1.0,0.2953527869871352,206
5trnnxj2,HeteroFL,noniid,1337,2634320961320833614,rpi5,0.125,0.5,0.381932059113706,206
5trnnxj2,HeteroFL,noniid,1337,7179231671872035042,rpi5,0.125,0.5,0.3797103129427095,206
5trnnxj2,HeteroFL,noniid,1337,8486894495842002514,rpi5,0.125,1.0,0.35563211318490406,206
5trnnxj2,HeteroFL,noniid,1337,2834416890943185180,rpi5,0.125,0.5,0.5178909874739159,206
5trnnxj2,HeteroFL,noniid,1337,14370957792961411330,rpi5,0.125,1.0,0.5082344124595021,206
5trnnxj2,HeteroFL,noniid,1337,1312836870694404571,rpi5,0.125,0.5,0.43593785828938314,206
5trnnxj2,HeteroFL,noniid,1337,13019191365087461323,rpi5,0.125,1.0,0.35544755544006157,206
5trnnxj2,HeteroFL,noniid,1337,5633320649038823034,rpi5,0.125,0.5,0.4901350676311552,206
5trnnxj2,HeteroFL,noniid,1337,18099402942894402759,rpi5,0.125,1.0,0.16083810408799504,206
5trnnxj2,HeteroFL,noniid,1337,12197579866802945641,rpi4,0.125,0.125,0.35899885493431116,206
5trnnxj2,HeteroFL,noniid,1337,3171966289524282994,rpi4,0.125,0.125,0.35796542079953964,207
5trnnxj2,HeteroFL,noniid,1337,11168521321696690421,rpi4,0.125,0.125,0.5617294342740372,207
5trnnxj2,HeteroFL,noniid,1337,15810936374095382975,rpi4,0.125,0.25,0.3311931492431308,207
5trnnxj2,HeteroFL,noniid,1337,14384760556187141351,rpi4,0.125,0.25,0.503678730404996,207
5trnnxj2,HeteroFL,noniid,1337,17006657909883021964,rpi4,0.125,0.25,0.658130770537703,207
5trnnxj2,HeteroFL,noniid,1337,13032440740833156919,rpi4,0.125,0.25,0.49110061004957817,207
5trnnxj2,HeteroFL,noniid,1337,9522003551193989035,rpi4,0.125,0.125,0.5775921450138002,206
5trnnxj2,HeteroFL,noniid,1337,16820684858231358420,rpi4,0.125,0.25,0.4256902225083007,207
5trnnxj2,HeteroFL,noniid,1337,3674946044811872693,rpi4,0.125,0.125,0.5151515169641754,207
tsh2vjv1,FedRolex,noniid,1337,7654976359889832401,rpi5,1.0,1.0,0.6306415907044967,206
tsh2vjv1,FedRolex,noniid,1337,943518158862798269,rpi5,1.0,0.5,0.42441843560226256,206
tsh2vjv1,FedRolex,noniid,1337,8007103420139556325,rpi5,1.0,1.0,0.5569219538269847,206
tsh2vjv1,FedRolex,noniid,1337,3868521974705320896,rpi5,1.0,0.5,0.7117452815287251,206
tsh2vjv1,FedRolex,noniid,1337,5992652178481062529,rpi5,1.0,1.0,0.576457443083936,206
tsh2vjv1,FedRolex,noniid,1337,5654438497628195194,rpi5,1.0,1.0,0.45573274636879657,206
tsh2vjv1,FedRolex,noniid,1337,2463764569074486965,rpi5,1.0,0.5,0.5768939790333077,206
tsh2vjv1,FedRolex,noniid,1337,10127196584935718756,rpi5,1.0,1.0,0.5438968972150094,206
tsh2vjv1,FedRolex,noniid,1337,179800473693461872,rpi5,1.0,0.5,0.6291046365978549,206
tsh2vjv1,FedRolex,noniid,1337,2321392206600059825,rpi5,1.0,0.5,0.6241180356440097,206
tsh2vjv1,FedRolex,noniid,1337,7472143888496356572,rpi4,1.0,0.25,-1.0886150750564219,207
tsh2vjv1,FedRolex,noniid,1337,16454582984286201731,rpi4,1.0,0.25,0.6936331698714444,206
tsh2vjv1,FedRolex,noniid,1337,5800321852317728802,rpi4,1.0,0.125,0.5250042071190688,207
tsh2vjv1,FedRolex,noniid,1337,5596227182145742016,rpi4,1.0,0.125,0.5097807245840796,206
tsh2vjv1,FedRolex,noniid,1337,10047020771026684927,rpi4,1.0,0.25,0.31602550227582515,207
tsh2vjv1,FedRolex,noniid,1337,6949437366720194175,rpi4,1.0,0.125,0.49308976781290104,207
tsh2vjv1,FedRolex,noniid,1337,6562491227890712784,rpi4,1.0,0.125,-0.2024652353744123,207
tsh2vjv1,FedRolex,noniid,1337,14245991559845828950,rpi4,1.0,0.25,0.319186851242921,207
tsh2vjv1,FedRolex,noniid,1337,4886236518496775507,rpi4,1.0,0.125,0.47326998280037313,207
tsh2vjv1,FedRolex,noniid,1337,16359713875133028537,rpi4,1.0,0.25,0.6486670353436397,207
tsh2vjv1,FedRolex,noniid,1337,2321392206600059825,rpi5,0.5,0.5,0.5728360268798762,206
tsh2vjv1,FedRolex,noniid,1337,179800473693461872,rpi5,0.5,0.5,0.6068691051432066,206
tsh2vjv1,FedRolex,noniid,1337,2463764569074486965,rpi5,0.5,0.5,0.3866598016976247,206
tsh2vjv1,FedRolex,noniid,1337,5992652178481062529,rpi5,0.5,1.0,0.5027727785983078,206
tsh2vjv1,FedRolex,noniid,1337,10127196584935718756,rpi5,0.5,1.0,0.609866171280824,206
tsh2vjv1,FedRolex,noniid,1337,5654438497628195194,rpi5,0.5,1.0,0.3869820718594974,206
tsh2vjv1,FedRolex,noniid,1337,8007103420139556325,rpi5,0.5,1.0,0.44005709935168724,206
tsh2vjv1,FedRolex,noniid,1337,943518158862798269,rpi5,0.5,0.5,0.46168978943021155,206
tsh2vjv1,FedRolex,noniid,1337,7654976359889832401,rpi5,0.5,1.0,0.43351691916632507,206
tsh2vjv1,FedRolex,noniid,1337,3868521974705320896,rpi5,0.5,0.5,0.6019563271567021,206
tsh2vjv1,FedRolex,noniid,1337,10047020771026684927,rpi4,0.5,0.25,0.43653517281970877,207
tsh2vjv1,FedRolex,noniid,1337,14245991559845828950,rpi4,0.5,0.25,0.542217040374954,207
tsh2vjv1,FedRolex,noniid,1337,5800321852317728802,rpi4,0.5,0.125,0.51408460360628,207
tsh2vjv1,FedRolex,noniid,1337,16454582984286201731,rpi4,0.5,0.25,0.6127586700125363,206
tsh2vjv1,FedRolex,noniid,1337,6949437366720194175,rpi4,0.5,0.125,0.5038943581201293,207
tsh2vjv1,FedRolex,noniid,1337,5596227182145742016,rpi4,0.5,0.125,0.34686809108724925,206
tsh2vjv1,FedRolex,noniid,1337,6562491227890712784,rpi4,0.5,0.125,0.19649015215864263,207
tsh2vjv1,FedRolex,noniid,1337,7472143888496356572,rpi4,0.5,0.25,0.014080443228021267,207
tsh2vjv1,FedRolex,noniid,1337,4886236518496775507,rpi4,0.5,0.125,0.408313687822493,207
tsh2vjv1,FedRolex,noniid,1337,16359713875133028537,rpi4,0.5,0.25,0.4773075534614012,207
tsh2vjv1,FedRolex,noniid,1337,7654976359889832401,rpi5,0.125,1.0,0.2682638828470947,206
tsh2vjv1,FedRolex,noniid,1337,10127196584935718756,rpi5,0.125,1.0,0.4329180319770429,206
tsh2vjv1,FedRolex,noniid,1337,3868521974705320896,rpi5,0.125,0.5,0.39876226346216626,206
tsh2vjv1,FedRolex,noniid,1337,2321392206600059825,rpi5,0.125,0.5,0.3480016809398102,206
tsh2vjv1,FedRolex,noniid,1337,179800473693461872,rpi5,0.125,0.5,0.4026028736438262,206
tsh2vjv1,FedRolex,noniid,1337,5992652178481062529,rpi5,0.125,1.0,0.23125290695652378,206
tsh2vjv1,FedRolex,noniid,1337,8007103420139556325,rpi5,0.125,1.0,0.3008458822573924,206
tsh2vjv1,FedRolex,noniid,1337,2463764569074486965,rpi5,0.125,0.5,0.24282661462483357,206
tsh2vjv1,FedRolex,noniid,1337,5654438497628195194,rpi5,0.125,1.0,-0.1491682698665473,206
tsh2vjv1,FedRolex,noniid,1337,943518158862798269,rpi5,0.125,0.5,0.11518968805747609,206
tsh2vjv1,FedRolex,noniid,1337,4886236518496775507,rpi4,0.125,0.125,0.2223877531810753,207
tsh2vjv1,FedRolex,noniid,1337,14245991559845828950,rpi4,0.125,0.25,0.4016827457706481,207
tsh2vjv1,FedRolex,noniid,1337,10047020771026684927,rpi4,0.125,0.25,0.21101312688633855,207
tsh2vjv1,FedRolex,noniid,1337,5596227182145742016,rpi4,0.125,0.125,0.003172786179430176,206
tsh2vjv1,FedRolex,noniid,1337,7472143888496356572,rpi4,0.125,0.25,-0.39790184624799707,207
tsh2vjv1,FedRolex,noniid,1337,6949437366720194175,rpi4,0.125,0.125,0.30716440537488177,207
tsh2vjv1,FedRolex,noniid,1337,6562491227890712784,rpi4,0.125,0.125,-0.14188254897916486,207
tsh2vjv1,FedRolex,noniid,1337,16454582984286201731,rpi4,0.125,0.25,0.3802593409005759,206
tsh2vjv1,FedRolex,noniid,1337,5800321852317728802,rpi4,0.125,0.125,0.3447320290225425,207
tsh2vjv1,FedRolex,noniid,1337,16359713875133028537,rpi4,0.125,0.25,0.3672952818419811,207
tsh2vjv1,FedRolex,noniid,1337,5992652178481062529,rpi5,0.25,1.0,0.45768185433104647,206
tsh2vjv1,FedRolex,noniid,1337,943518158862798269,rpi5,0.25,0.5,0.47538464736563113,206
tsh2vjv1,FedRolex,noniid,1337,5654438497628195194,rpi5,0.25,1.0,0.4232352683368995,206
tsh2vjv1,FedRolex,noniid,1337,3868521974705320896,rpi5,0.25,0.5,0.5077583356441586,206
tsh2vjv1,FedRolex,noniid,1337,8007103420139556325,rpi5,0.25,1.0,0.35839718539120824,206
tsh2vjv1,FedRolex,noniid,1337,179800473693461872,rpi5,0.25,0.5,0.5256402626932026,206
tsh2vjv1,FedRolex,noniid,1337,10127196584935718756,rpi5,0.25,1.0,0.560595301053419,206
tsh2vjv1,FedRolex,noniid,1337,2321392206600059825,rpi5,0.25,0.5,0.47473347217984607,206
tsh2vjv1,FedRolex,noniid,1337,2463764569074486965,rpi5,0.25,0.5,0.2652981514179189,206
tsh2vjv1,FedRolex,noniid,1337,7654976359889832401,rpi5,0.25,1.0,0.316320811945382,206
tsh2vjv1,FedRolex,noniid,1337,5596227182145742016,rpi4,0.25,0.125,0.3841114692032216,206
tsh2vjv1,FedRolex,noniid,1337,10047020771026684927,rpi4,0.25,0.25,0.5491779824352481,207
tsh2vjv1,FedRolex,noniid,1337,5800321852317728802,rpi4,0.25,0.125,0.44127699741201576,207
tsh2vjv1,FedRolex,noniid,1337,4886236518496775507,rpi4,0.25,0.125,0.29701605726363345,207
tsh2vjv1,FedRolex,noniid,1337,7472143888496356572,rpi4,0.25,0.25,0.31871071424046205,207
tsh2vjv1,FedRolex,noniid,1337,6562491227890712784,rpi4,0.25,0.125,0.37533465816243783,207
tsh2vjv1,FedRolex,noniid,1337,16454582984286201731,rpi4,0.25,0.25,0.602314774402283,206
tsh2vjv1,FedRolex,noniid,1337,6949437366720194175,rpi4,0.25,0.125,0.38417585411475286,207
tsh2vjv1,FedRolex,noniid,1337,14245991559845828950,rpi4,0.25,0.25,0.518818818852322,207
tsh2vjv1,FedRolex,noniid,1337,16359713875133028537,rpi4,0.25,0.25,0.48546400808497236,207
2iu154j5,FIARSE,noniid,1337,7345905379821368514,rpi5,0.25,0.5,0.635060489512919,206
2iu154j5,FIARSE,noniid,1337,2367331714983848489,rpi5,0.25,0.5,0.7436684556549698,206
2iu154j5,FIARSE,noniid,1337,17831554688214848420,rpi5,0.25,1.0,0.36881289171747256,206
2iu154j5,FIARSE,noniid,1337,17615222937585151577,rpi5,0.25,1.0,0.6017435885558573,206
2iu154j5,FIARSE,noniid,1337,18291145785886141085,rpi5,0.25,1.0,0.5321675983612069,206
2iu154j5,FIARSE,noniid,1337,14282208658715512966,rpi5,0.25,0.5,0.687873126156185,206
2iu154j5,FIARSE,noniid,1337,17814914001502896834,rpi5,0.25,1.0,0.6115745478670049,206
2iu154j5,FIARSE,noniid,1337,17086483999542268436,rpi5,0.25,1.0,0.5632876219473889,206
2iu154j5,FIARSE,noniid,1337,7988705030379905972,rpi5,0.25,0.5,0.629679803933417,206
2iu154j5,FIARSE,noniid,1337,12974780523139353755,rpi5,0.25,0.5,0.3179910440365271,206
2iu154j5,FIARSE,noniid,1337,13759296297962645744,rpi4,0.25,0.125,0.6434630186628787,207
2iu154j5,FIARSE,noniid,1337,14456944491298745563,rpi4,0.25,0.25,0.7176471036985489,207
2iu154j5,FIARSE,noniid,1337,14125364723930394664,rpi4,0.25,0.25,0.6542620873126936,206
2iu154j5,FIARSE,noniid,1337,13961137611116348933,rpi4,0.25,0.25,0.6532946027996367,207
2iu154j5,FIARSE,noniid,1337,9762111184887029765,rpi4,0.25,0.125,0.18172607271954155,207
2iu154j5,FIARSE,noniid,1337,999684362242100116,rpi4,0.25,0.125,0.5522971978305122,207
2iu154j5,FIARSE,noniid,1337,7090537047941410134,rpi4,0.25,0.125,0.7320099952838715,207
2iu154j5,FIARSE,noniid,1337,15342525184393433618,rpi4,0.25,0.25,0.7903983983817446,206
2iu154j5,FIARSE,noniid,1337,14234791767212989406,rpi4,0.25,0.25,0.6975061012781771,207
2iu154j5,FIARSE,noniid,1337,6104906711884428121,rpi4,0.25,0.125,0.7774556623070465,207
2iu154j5,FIARSE,noniid,1337,17086483999542268436,rpi5,0.5,1.0,0.6226245951065315,206
2iu154j5,FIARSE,noniid,1337,7345905379821368514,rpi5,0.5,0.5,0.6920720291552409,206
2iu154j5,FIARSE,noniid,1337,17831554688214848420,rpi5,0.5,1.0,0.5386881710187651,206
2iu154j5,FIARSE,noniid,1337,17814914001502896834,rpi5,0.5,1.0,0.667450169025732,206
2iu154j5,FIARSE,noniid,1337,17615222937585151577,rpi5,0.5,1.0,0.6299274715859036,206
2iu154j5,FIARSE,noniid,1337,14282208658715512966,rpi5,0.5,0.5,0.7161908379484869,206
2iu154j5,FIARSE,noniid,1337,18291145785886141085,rpi5,0.5,1.0,0.6196406155444211,206
2iu154j5,FIARSE,noniid,1337,7988705030379905972,rpi5,0.5,0.5,0.7151846956738057,206
2iu154j5,FIARSE,noniid,1337,12974780523139353755,rpi5,0.5,0.5,0.5480376339455133,206
2iu154j5,FIARSE,noniid,1337,2367331714983848489,rpi5,0.5,0.5,0.7762639044406457,206
2iu154j5,FIARSE,noniid,1337,7090537047941410134,rpi4,0.5,0.125,0.3192877884127284,207
2iu154j5,FIARSE,noniid,1337,14456944491298745563,rpi4,0.5,0.25,-0.02863394371117911,207
2iu154j5,FIARSE,noniid,1337,15342525184393433618,rpi4,0.5,0.25,0.7009188141205835,206
2iu154j5,FIARSE,noniid,1337,999684362242100116,rpi4,0.5,0.125,-0.2827301588665121,207
2iu154j5,FIARSE,noniid,1337,13961137611116348933,rpi4,0.5,0.25,0.2901602042050947,207
2iu154j5,FIARSE,noniid,1337,14125364723930394664,rpi4,0.5,0.25,0.4497690766257727,206
2iu154j5,FIARSE,noniid,1337,9762111184887029765,rpi4,0.5,0.125,-0.7026201131715213,207
2iu154j5,FIARSE,noniid,1337,14234791767212989406,rpi4,0.5,0.25,0.4591210645759093,207
2iu154j5,FIARSE,noniid,1337,13759296297962645744,rpi4,0.5,0.125,0.5026180228130375,207
2iu154j5,FIARSE,noniid,1337,6104906711884428121,rpi4,0.5,0.125,0.2140179399531088,207
2iu154j5,FIARSE,noniid,1337,18291145785886141085,rpi5,1.0,1.0,0.6208317315606792,206
2iu154j5,FIARSE,noniid,1337,7345905379821368514,rpi5,1.0,0.5,0.686395718562288,206
2iu154j5,FIARSE,noniid,1337,7988705030379905972,rpi5,1.0,0.5,0.6939324423327742,206
2iu154j5,FIARSE,noniid,1337,14282208658715512966,rpi5,1.0,0.5,0.704315675623538,206
2iu154j5,FIARSE,noniid,1337,2367331714983848489,rpi5,1.0,0.5,0.7904032419416549,206
2iu154j5,FIARSE,noniid,1337,17814914001502896834,rpi5,1.0,1.0,0.6767241237554775,206
2iu154j5,FIARSE,noniid,1337,17615222937585151577,rpi5,1.0,1.0,0.6372042922871322,206
2iu154j5,FIARSE,noniid,1337,17086483999542268436,rpi5,1.0,1.0,0.6194501009281588,206
2iu154j5,FIARSE,noniid,1337,17831554688214848420,rpi5,1.0,1.0,0.5647927687360959,206
2iu154j5,FIARSE,noniid,1337,12974780523139353755,rpi5,1.0,0.5,0.5259329825293858,206
2iu154j5,FIARSE,noniid,1337,14234791767212989406,rpi4,1.0,0.25,0.3818562264660399,207
2iu154j5,FIARSE,noniid,1337,7090537047941410134,rpi4,1.0,0.125,0.23251317018714235,207
2iu154j5,FIARSE,noniid,1337,13961137611116348933,rpi4,1.0,0.25,0.20168750682990266,207
2iu154j5,FIARSE,noniid,1337,14125364723930394664,rpi4,1.0,0.25,0.47946083261916195,206
2iu154j5,FIARSE,noniid,1337,999684362242100116,rpi4,1.0,0.125,-0.4697523550606739,207
2iu154j5,FIARSE,noniid,1337,13759296297962645744,rpi4,1.0,0.125,0.44642813593695185,207
2iu154j5,FIARSE,noniid,1337,14456944491298745563,rpi4,1.0,0.25,-0.16803997156414519,207
2iu154j5,FIARSE,noniid,1337,15342525184393433618,rpi4,1.0,0.25,0.7198931429840668,206
2iu154j5,FIARSE,noniid,1337,9762111184887029765,rpi4,1.0,0.125,-0.8740281664734981,207
2iu154j5,FIARSE,noniid,1337,6104906711884428121,rpi4,1.0,0.125,0.05821664627378542,207
2iu154j5,FIARSE,noniid,1337,2367331714983848489,rpi5,0.125,0.5,0.6587361833122141,206
2iu154j5,FIARSE,noniid,1337,17814914001502896834,rpi5,0.125,1.0,0.5429108900885775,206
2iu154j5,FIARSE,noniid,1337,7988705030379905972,rpi5,0.125,0.5,0.5458251385305768,206
2iu154j5,FIARSE,noniid,1337,14282208658715512966,rpi5,0.125,0.5,0.5991333949375411,206
2iu154j5,FIARSE,noniid,1337,12974780523139353755,rpi5,0.125,0.5,0.024587035639931365,206
2iu154j5,FIARSE,noniid,1337,17831554688214848420,rpi5,0.125,1.0,0.12176233836442951,206
2iu154j5,FIARSE,noniid,1337,17086483999542268436,rpi5,0.125,1.0,0.4990746238596381,206
2iu154j5,FIARSE,noniid,1337,18291145785886141085,rpi5,0.125,1.0,0.39768375559074687,206
2iu154j5,FIARSE,noniid,1337,17615222937585151577,rpi5,0.125,1.0,0.5877094277358734,206
2iu154j5,FIARSE,noniid,1337,7345905379821368514,rpi5,0.125,0.5,0.5597253596396308,206
2iu154j5,FIARSE,noniid,1337,9762111184887029765,rpi4,0.125,0.125,0.3062078122211156,207
2iu154j5,FIARSE,noniid,1337,13961137611116348933,rpi4,0.125,0.25,0.6484819584303465,207
2iu154j5,FIARSE,noniid,1337,14125364723930394664,rpi4,0.125,0.25,0.5918167711945668,206
2iu154j5,FIARSE,noniid,1337,14456944491298745563,rpi4,0.125,0.25,0.6940543436181859,207
2iu154j5,FIARSE,noniid,1337,999684362242100116,rpi4,0.125,0.125,0.5611244794374951,207
2iu154j5,FIARSE,noniid,1337,13759296297962645744,rpi4,0.125,0.125,0.5926113804198079,207
2iu154j5,FIARSE,noniid,1337,7090537047941410134,rpi4,0.125,0.125,0.6948152018620743,207
2iu154j5,FIARSE,noniid,1337,14234791767212989406,rpi4,0.125,0.25,0.6481761573711509,207
2iu154j5,FIARSE,noniid,1337,15342525184393433618,rpi4,0.125,0.25,0.7277518509379685,206
2iu154j5,FIARSE,noniid,1337,6104906711884428121,rpi4,0.125,0.125,0.7425241970433861,207
